gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,37,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card,98.87,3658.19,No
Female,0,No,No,8,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer,103.31,826.48,Yes
Male,1,No,No,19,No,Yes,DSL,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,101.93,1936.67,No
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,78.27,547.89,No
Male,0,Yes,No,13,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,37.05,481.65,No
Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.16,5072.76,Yes
Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer,50.35,1711.9,Yes
Male,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card,96.43,5207.22,Yes
Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.47,1780.68,Yes
Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,84.62,1692.4,Yes
Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,28.57,1485.64,No
Male,1,Yes,Yes,53,Yes,Yes,DSL,No,No,No,No,No,No internet service,One year,No,Credit card,100.2,5310.6,Yes
Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer,51.48,2162.16,No
Female,1,Yes,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,117.26,586.3,Yes
Female,0,No,No,54,No,No,No,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer,66.01,3564.54,No
Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,45.72,1965.96,Yes
Male,1,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,32.56,2181.52,Yes
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,118.69,356.07,No
Female,0,No,No,62,Yes,No,DSL,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,59.97,3718.14,Yes
Female,0,No,No,57,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,86.71,4942.47,Yes
Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,52.1,2761.3,Yes
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,42.59,1575.83,Yes
Female,0,Yes,Yes,59,Yes,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.14,4551.26,Yes
Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card,59.57,3038.07,Yes
Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer,68.11,1907.08,No
Female,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Credit card,90.54,3531.06,Yes
Male,1,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,48.25,3377.5,No
Female,0,No,No,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,35.42,247.94,Yes
Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Bank transfer,73.75,2507.5,No
Female,0,Yes,No,15,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,31.61,474.15,Yes
Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Electronic check,87.59,1489.03,Yes
Female,1,No,No,58,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,79.12,4588.96,No
Female,0,Yes,No,33,No,No,DSL,Yes,No,Yes,No,No,No internet service,One year,Yes,Credit card,43.43,1433.19,No
Female,0,No,No,3,Yes,Yes,No,No,No,Yes,Yes,No,No,Two year,No,Mailed check,46.94,140.82,No
Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer,38.62,2626.16,No
Male,0,Yes,No,64,No,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,109.17,6986.88,Yes
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,51.84,3110.4,Yes
Female,0,No,No,45,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,111.07,4998.15,Yes
Male,0,Yes,Yes,20,No,No,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,22.24,444.8,Yes
Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Mailed check,59.26,2192.62,No
Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.5,6519.5,Yes
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,91.65,3207.75,Yes
Male,0,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,26.06,130.3,Yes
Female,0,Yes,Yes,38,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Credit card,69.49,2640.62,No
Female,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,32.74,916.72,Yes
Female,0,Yes,No,26,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card,34.18,888.68,Yes
Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.38,4377.84,Yes
Male,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,One year,Yes,Mailed check,107.53,860.24,No
Male,0,Yes,Yes,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card,56.43,1297.89,No
Female,0,Yes,No,62,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,88.46,5484.52,Yes
Male,0,No,Yes,18,No,Yes,DSL,No,No,Yes,No internet service,No,No,Two year,No,Credit card,42.73,769.14,No
Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,60.33,1749.57,Yes
Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,31.54,1797.78,Yes
Male,0,Yes,No,39,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.47,1305.33,Yes
Female,0,No,No,67,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,85.33,5717.11,Yes
Female,0,Yes,No,31,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,One year,Yes,Credit card,21.17,656.27,No
Male,1,Yes,No,64,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer,91.38,5848.32,Yes
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,106.43,3512.19,No
Female,0,No,Yes,30,Yes,No,No,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,45.39,1361.7,No
Female,0,No,No,58,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,107.4,6229.2,Yes
Male,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,93.24,2331.0,Yes
Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,102.37,2149.77,Yes
Female,1,No,Yes,33,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card,98.69,3256.77,Yes
Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card,20.15,241.8,No
Male,0,Yes,No,54,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,87.85,4743.9,Yes
Female,0,Yes,No,7,No,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Credit card,64.94,454.58,No
Male,1,No,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,118.85,7249.85,Yes
Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.04,1638.84,Yes
Male,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card,80.38,4420.9,No
Female,0,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,One year,Yes,Electronic check,119.96,2399.2,Yes
Male,1,No,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,46.8,2246.4,Yes
Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,97.08,485.4,Yes
Male,0,No,No,34,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.54,868.36,Yes
Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,69.17,1798.42,Yes
Female,0,Yes,No,39,Yes,No phone service,No,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card,82.96,3235.44,Yes
Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.68,528.84,Yes
Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.45,3439.95,Yes
Female,0,No,No,39,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,65.66,2560.74,Yes
Male,0,No,No,42,Yes,Yes,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,48.13,2021.46,Yes
Female,0,No,No,57,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,Yes,Electronic check,80.83,4607.31,No
Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.7,175.4,Yes
Male,0,Yes,No,14,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,28.76,402.64,Yes
Male,0,Yes,No,44,Yes,Yes,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card,35.5,1562.0,Yes
Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,115.71,1157.1,Yes
Female,0,No,No,38,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,23.94,909.72,No
Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,30.86,555.48,No
Male,1,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,101.26,1923.94,Yes
Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.9,7063.0,Yes
Female,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,115.42,6348.1,No
Female,0,Yes,No,3,Yes,No,No,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,106.6,319.8,Yes
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,41.64,333.12,Yes
Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,88.05,2113.2,Yes
Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,39.79,1830.34,No
Male,0,No,No,48,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,102.43,4916.64,Yes
Male,0,Yes,No,26,Yes,No,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,72.22,1877.72,Yes
Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,66.38,1792.26,No
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,70.08,4274.88,Yes
Male,0,No,No,15,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,22.43,336.45,Yes
Male,0,No,Yes,45,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,91.63,4123.35,No
Male,1,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,36.73,1652.85,Yes
Male,0,Yes,No,39,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,33.7,1314.3,No
Male,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card,50.1,1653.3,No
Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,68.96,620.64,Yes
Male,0,No,No,0,Yes,Yes,DSL,No internet service,No,No,No,Yes,No,One year,No,Mailed check,70.93,0.0,No
Male,0,Yes,No,65,Yes,No,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,85.71,5571.15,Yes
Male,0,Yes,No,16,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,26.57,425.12,Yes
Female,0,No,No,46,Yes,No,No,Yes,No,No,No,No,No,Two year,Yes,Credit card,53.85,2477.1,No
Female,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,44.46,1022.58,Yes
Female,1,No,Yes,49,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Mailed check,60.3,2954.7,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,70.91,1985.48,Yes
Female,1,No,No,71,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer,104.94,7450.74,Yes
Male,0,No,No,12,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer,106.03,1272.36,Yes
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,Yes,One year,Yes,Electronic check,73.49,4629.87,No
Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,One year,No,Electronic check,98.6,2662.2,Yes
Male,0,No,No,4,No,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,60.38,241.52,No
Male,1,Yes,No,8,No,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,118.8,950.4,Yes
Male,0,Yes,No,13,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Two year,No,Credit card,32.62,424.06,No
Female,0,No,No,9,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,34.31,308.79,Yes
Male,1,No,No,32,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,49.32,1578.24,No
Male,0,No,No,39,No,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,30.41,1185.99,Yes
Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,20.55,102.75,Yes
Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,52.68,842.88,Yes
Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.63,862.05,Yes
Female,0,No,No,69,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,78.24,5398.56,Yes
Male,0,Yes,No,60,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,103.54,6212.4,Yes
Male,0,Yes,No,48,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.23,1835.04,Yes
Male,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,80.09,5446.12,Yes
Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer,44.18,3092.6,Yes
Male,1,Yes,No,23,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,72.96,1678.08,Yes
Female,0,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,73.45,3672.5,Yes
Female,0,Yes,Yes,41,Yes,No,No,No,No,No,No internet service,No,Yes,Two year,No,Credit card,25.15,1031.15,No
Female,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,112.99,2033.82,Yes
Female,0,No,Yes,61,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,Yes,Bank transfer,37.77,2303.97,No
Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,77.61,5122.26,Yes
Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,65.81,1908.49,Yes
Male,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,100.43,3715.91,Yes
Male,0,No,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,57.68,288.4,Yes
Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Credit card,92.96,1952.16,Yes
Female,0,No,Yes,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,97.43,974.3,Yes
Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,36.52,2592.92,Yes
Male,0,Yes,No,28,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,87.29,2444.12,Yes
Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card,63.67,445.69,Yes
Male,0,Yes,No,34,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Two year,No,Credit card,115.5,3927.0,No
Female,1,No,No,71,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,118.8,8434.8,Yes
Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,90.05,6393.55,No
Male,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,76.37,3360.28,Yes
Male,0,No,Yes,32,No,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,51.76,1656.32,No
Female,0,Yes,No,4,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer,46.26,185.04,No
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,67.92,4143.12,No
Female,0,No,No,36,Yes,No,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,73.53,2647.08,Yes
Female,0,Yes,No,16,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Credit card,74.54,1192.64,No
Female,0,No,Yes,21,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,100.86,2118.06,Yes
Female,0,No,No,31,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,104.31,3233.61,Yes
Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Electronic check,55.37,719.81,No
Female,0,Yes,Yes,19,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,71.14,1351.66,No
Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,95.74,2010.54,Yes
Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,107.19,3108.51,Yes
Male,0,Yes,Yes,53,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card,35.0,1855.0,No
Female,0,No,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,94.7,3030.4,Yes
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,111.93,447.72,Yes
Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,45.09,766.53,Yes
Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,68.89,4271.18,Yes
Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,20.29,913.05,Yes
Male,0,Yes,No,6,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,102.24,613.44,Yes
Female,0,Yes,No,28,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card,104.26,2919.28,Yes
Female,0,Yes,No,56,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer,111.38,6237.28,Yes
Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,93.03,4279.38,Yes
Male,0,Yes,No,8,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,53.9,431.2,No
Female,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,38.09,2209.22,Yes
Female,0,No,No,70,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,No,Credit card,53.8,3766.0,No
Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,42.75,2992.5,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,30.83,1294.86,Yes
Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.6,3862.8,Yes
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,40.43,202.15,No
Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,26.51,1378.52,Yes
Male,0,No,Yes,63,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card,75.61,4763.43,No
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,76.94,230.82,Yes
Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,70.8,0.0,Yes
Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Bank transfer,37.58,2593.02,No
Male,0,Yes,No,30,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Electronic check,61.8,1854.0,No
Male,0,Yes,No,64,Yes,No,No,No internet service,No,No,No,No internet service,No,One year,No,Bank transfer,90.29,5778.56,Yes
Male,0,Yes,Yes,68,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.03,6258.04,Yes
Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card,80.13,1442.34,Yes
Female,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,103.3,7024.4,Yes
Female,0,Yes,No,68,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,81.73,5557.64,Yes
Female,0,No,No,48,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.91,1243.68,Yes
Male,1,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,96.99,2909.7,Yes
Female,1,Yes,No,59,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card,58.54,3453.86,No
Female,0,No,No,70,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,42.08,2945.6,No
Female,1,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,23.49,1268.46,Yes
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,52.4,1938.8,Yes
Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,81.13,2596.16,Yes
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,105.31,526.55,Yes
Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,51.28,615.36,Yes
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.75,1344.25,Yes
Male,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,No,Mailed check,35.67,1284.12,No
Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,65.06,2862.64,No
Male,0,Yes,Yes,58,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,48.4,2807.2,Yes
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,34.59,1764.09,No
